interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
FBL	PSMB6	P22087	P28072
CCT6B	UQCRC2	Q92526	P22695
CCT6B	CCT8	Q92526	P50990
CCT6B	CCT2	Q92526	P78371
MASP1	MASP1	P48740	P48740
KIR2DL1	B2M	P43626	P61769
FCGR2B	GRB2	P31994	P62993
FCGR2B	INPP5D	P31994	Q92835
FCGR2B	FCGR2A	P31994	P12318
FCGR2B	SRC	P31994	P12931
CYLD	CLTC	Q9NQC7	Q00610
CYLD	WDR5	Q9NQC7	P61964
CYLD	TAB2	Q9NQC7	Q9NYJ8
CYLD	CDC37	Q9NQC7	Q16543
CYLD	FLNA	Q9NQC7	P21333
CYLD	TRAF3	Q9NQC7	Q13114
CYLD	CAD	Q9NQC7	P27708
CYLD	TNF	Q9NQC7	P01375
CYLD	DNAJB6	Q9NQC7	O75190
CYLD	USP15	Q9NQC7	Q9Y4E8
CYLD	TRIM21	Q9NQC7	P19474
CYLD	TRAF2	Q9NQC7	Q12933
CCKBR	PTPN11	P32239	Q06124
MAPK8	MAPK1	P45983	P28482
MAPK8	CSNK2A2	P45983	P19784
MAPK8	REL	P45983	Q04864
MAPK8	NR3C1	P45983	P04150
MAPK8	RB1	P45983	P06400
MAPK8	CEBPA	P45983	P49715
MAPK8	RAC1	P45983	P63000
MAPK8	IRAK1	P45983	P51617
MAPK8	HNF4A	P45983	P41235
MAPK8	WWOX	P45983	Q9NZC7
MAPK8	TRAF2	P45983	Q12933
MAPK8	CASP8	P45983	Q14790
MAPK8	SP1	P45983	P08047
MAPK8	BCL2L11	P45983	O43521
MAPK8	HDAC1	P45983	Q13547
MAPK8	NCOA3	P45983	Q9Y6Q9
MAPK8	CDKN1B	P45983	P46527
MAPK8	JUND	P45983	P17535
MAPK8	TAB1	P45983	Q15750
MAPK8	ATF2	P45983	P15336
MAPK8	BCL2	P45983	P10415
MAPK8	RAF1	P45983	P04049
CXCR5	CCL4	P32302	P13236
CXCR5	CCL5	P32302	P13501
ARHGEF7	SRGAP1	Q14155	Q7Z6B7
ARHGEF7	SCRIB	Q14155	Q14160
ARHGEF7	RAC1	Q14155	P63000
ARHGEF7	TGFBR2	Q14155	P37173
ARHGEF7	ARHGEF6	Q14155	Q15052
ARHGEF7	SMAD4	Q14155	Q13485
ARHGEF7	SMAD1	Q14155	Q15797
ARHGEF7	SMAD3	Q14155	P84022
ARHGEF7	GRB2	Q14155	P62993
ARHGEF7	PAK1	Q14155	Q13153
ARHGEF7	LRRK2	Q14155	Q5S007
ARHGEF7	PAK2	Q14155	Q13177
TIMM44	TIMM44	O43615	O43615
LNX1	PAFAH1B3	Q8TBB1	Q15102
LNX1	SNW1	Q8TBB1	Q13573
LNX1	LNX1	Q8TBB1	Q8TBB1
LNX1	SRC	Q8TBB1	P12931
RAD9A	CHEK2	Q99638	O96017
NCF2	RAC1	P19878	P63000
NCF2	PRKCD	P19878	Q05655
RAB8A	ARF1	P61006	P84077
TAF6	SH3KBP1	P49848	Q96B97
TAF6	TBP	P49848	P20226
TAF6	MED26	P49848	O95402
TAF6	KAT2A	P49848	Q92830
TAF6	TAF6	P49848	P49848
TAF6	TAF13	P49848	Q15543
TAF6	TAF10	P49848	Q12962
TAF6	TAF7	P49848	Q15545
CAV1	PRNP	Q03135	F7VJQ1|P04156
CAV1	SRC	Q03135	P12931
CAV1	ABL2	Q03135	P42684
CAV1	FLNA	Q03135	P21333
CAV1	GRK2	Q03135	P25098
CAV1	RAC1	Q03135	P63000
CAV1	AGTR1	Q03135	P30556
CAV1	CSNK2A1	Q03135	P68400
CAV1	CAV1	Q03135	Q03135
CAV1	PTPN11	Q03135	Q06124
CAV1	RASA1	Q03135	P20936
CAV1	CSNK2A2	Q03135	P19784
CAV1	ILK	Q03135	Q13418
ST13	MAP3K3	P50502	Q99759
ST13	BAG1	P50502	Q99933
ARHGAP17	LCK	Q68EM7	P06239
ARHGAP17	CAPZB	Q68EM7	P47756
ARHGAP17	GRB2	Q68EM7	P62993
ARHGAP17	SLC9A3R1	Q68EM7	O14745
ARHGAP17	RAC1	Q68EM7	P63000
ARHGAP17	TRIP10	Q68EM7	Q15642
SLC2A4	CLTC	P14672	Q00610
SLC2A4	BSG	P14672	P35613
ATF2	CSNK2A2	P15336	P19784
ATF2	VRK1	P15336	Q99986
ATF2	NCOA6	P15336	Q14686
ATF2	CEBPA	P15336	P49715
ATF2	AR	P15336	P10275
ATF2	HDAC4	P15336	P56524
ATF2	RB1	P15336	P06400
ATF2	JUND	P15336	P17535
ATF2	VIM	P15336	P08670
ATF2	YWHAB	P15336	P31946
ATF2	ATF3	P15336	P18847
BUB3	BUB1B	O43684	O60566
BUB3	BRCA1	O43684	P38398
BUB3	CCT8	O43684	P50990
BUB3	APC	O43684	P25054
BUB3	CDC20	O43684	Q12834
PMF1	BUB1B	Q6P1K2	O60566
MAP3K2	YWHAB	Q9Y2U5	P31946
MAP3K2	STUB1	Q9Y2U5	Q9UNE7
MAP3K2	MAP3K3	Q9Y2U5	Q99759
MAP3K2	XIAP	Q9Y2U5	P98170
MAP3K2	SFN	Q9Y2U5	P31947
AMBP	GRB2	P02760	P62993
AMBP	CD79A	P02760	P11912
NCOA3	TBP	Q9Y6Q9	P20226
NCOA3	BRCA1	Q9Y6Q9	P38398
NCOA3	CCND1	Q9Y6Q9	P24385
NCOA3	NR1I3	Q9Y6Q9	Q14994
NCOA3	SMAD3	Q9Y6Q9	P84022
NCOA3	NR1H2	Q9Y6Q9	P55055
NCOA3	RARA	Q9Y6Q9	P10276
NCOA3	VDR	Q9Y6Q9	P11473
NCOA3	NCOR2	Q9Y6Q9	Q9Y618
NCOA3	STAT6	Q9Y6Q9	P42226
NCOA3	ESR1	Q9Y6Q9	P03372
NCOA3	ESRRA	Q9Y6Q9	P11474
NCOA3	KAT2B	Q9Y6Q9	Q92831
NCOA3	NCOA3	Q9Y6Q9	Q9Y6Q9
NCOA3	HNF1A	Q9Y6Q9	P20823
NCOA3	PRKCZ	Q9Y6Q9	Q05513
NCOA3	NR0B2	Q9Y6Q9	Q15466
NCOA3	PPARA	Q9Y6Q9	Q07869
NCOA3	PIN1	Q9Y6Q9	Q13526
NCOA3	AR	Q9Y6Q9	P10275
NCOA3	IKBKB	Q9Y6Q9	O14920
NCOA3	PPARG	Q9Y6Q9	P37231
NCOA3	MAPK1	Q9Y6Q9	P28482
NCOA3	NR3C1	Q9Y6Q9	P04150
NCOA3	THRB	Q9Y6Q9	P10828
CCND2	RB1	P30279	P06400
CCND2	CDKN1B	P30279	P46527
THOC2	THOC3	Q8NI27	Q96J01
THOC2	NXF1	Q8NI27	Q9UBU9
THOC2	THOC6	Q8NI27	Q86W42
DDX20	LSM2	Q9UHI6	Q9Y333
SRRM1	SNW1	Q8IYB3	Q13573
SRRM1	NXF1	Q8IYB3	Q9UBU9
SRRM1	SRSF7	Q8IYB3	Q16629
SRRM1	SRSF6	Q8IYB3	Q13247
SRRM1	CDC5L	Q8IYB3	Q99459
SRRM1	SF3B4	Q8IYB3	Q15427
LRRK2	YWHAB	Q5S007	P31946
LRRK2	STUB1	Q5S007	Q9UNE7
LRRK2	RIPK2	Q5S007	O43353
LRRK2	PRKN	Q5S007	O60260
LRRK2	CSNK1D	Q5S007	P48730
LRRK2	CAPZB	Q5S007	P47756
LRRK2	ARPC5	Q5S007	O15511
POMP	PSMD2	Q9Y244	Q13200
POMP	PSMB5	Q9Y244	P28074
POMP	PSMB6	Q9Y244	P28072
CSNK2A2	SNCA	P19784	P37840
CSNK2A2	KSR1	P19784	Q8IVT5
CSNK2A2	HDAC1	P19784	Q13547
CSNK2A2	CDC37	P19784	Q16543
CSNK2A2	PAK1	P19784	Q13153
WWOX	TP63	Q9NZC7	Q9H3D4
MXD1	SAP30	Q05195	O75446
MXD1	HDAC1	Q05195	Q13547
MXD1	AKT1	Q05195	P31749
HSPB8	HSPB6	Q9UJY1	O14558
HSPB8	CRYAB	Q9UJY1	P02511
BAG1	RAF1	Q99933	P04049
BAG1	NR3C1	Q99933	P04150
BAG1	MAPT	Q99933	P10636
BAG1	RB1	Q99933	P06400
BAG1	DNAJB1	Q99933	P25685
BAG1	BCL2	Q99933	P10415
TP63	MDM4	Q9H3D4	O15151
TP63	PIN1	Q9H3D4	Q13526
TP63	SMAD3	Q9H3D4	P84022
TP63	HNRNPL	Q9H3D4	P14866
CHEK1	CDC5L	O14757	Q99459
CHEK1	YWHAB	O14757	P31946
CHEK1	XIAP	O14757	P98170
CHEK1	SFN	O14757	P31947
CHEK1	SMAD4	O14757	Q13485
CHEK1	DTL	O14757	Q9NZJ0
CHEK1	ATR	O14757	Q13535
CHEK1	AATF	O14757	Q9NY61
CHEK1	CSNK2B	O14757	P67870
CHEK1	VAV1	O14757	P15498
CHEK1	AKT1	O14757	P31749
CHEK1	BRCA1	O14757	P38398
CHEK1	XRCC5	O14757	P13010
CHEK1	PCNA	O14757	P12004
CHEK1	RB1	O14757	P06400
CHEK1	MDM4	O14757	O15151
HNRNPL	SYNCRIP	P14866	O60506
HNRNPL	TOP1	P14866	P11387
HNRNPL	YBX1	P14866	P67809
HNRNPL	HNRNPA0	P14866	Q13151
HNRNPL	HNRNPM	P14866	P52272
HNRNPL	MATR3	P14866	P43243
PSMC3IP	NR3C1	Q9P2W1	P04150
PSMC3IP	AR	Q9P2W1	P10275
PSMC3IP	ESR1	Q9P2W1	P03372
SYK	TICAM1	P43405	Q8IUC6
SYK	RASA1	P43405	P20936
SYK	SLC4A1	P43405	P02730
SYK	CD79A	P43405	P11912
SYK	PAK2	P43405	Q13177
SYK	KIT	P43405	P10721
SYK	VAV1	P43405	P15498
SYK	CASP1	P43405	P29466
SYK	GRB2	P43405	P62993
SYK	SRC	P43405	P12931
SYK	AR	P43405	P10275
SYK	LCK	P43405	P06239
SYK	MSN	P43405	P26038
SYK	CSF2RB	P43405	P32927
SYK	MYD88	P43405	Q99836
SYK	TUBA4A	P43405	P68366
SYK	STAT1	P43405	P42224
SYK	INPP5D	P43405	Q92835
SYK	CD19	P43405	P15391
SYK	SNCA	P43405	P37840
SYK	ITGB3	P43405	P05106
SYK	TBK1	P43405	Q9UHD2
SYK	SLC9A3R1	P43405	O14745
SYK	PYCARD	P43405	Q9ULZ3
SYK	FCGR2A	P43405	P12318
SYK	EZR	P43405	P15311
SYK	IL2RB	P43405	P14784
SYK	GAB1	P43405	Q13480
SYK	TRAF3	P43405	Q13114
SYK	GAB2	P43405	Q9UQC2
NEK9	PLK1	Q8TD19	P53350
HTRA2	TRAF2	O43464	Q12933
HTRA2	XIAP	O43464	P98170
CA2	SLC4A1	P00918	P02730
SNRPB2	SF3B4	P08579	Q15427
SNRPB2	SNW1	P08579	Q13573
SNRPB2	PRPF4	P08579	O43172
SNRPB2	DHX9	P08579	Q08211
SNRPB2	SNRNP40	P08579	Q96DI7
KCNMA1	KCNMA1	Q12791	Q12791
SETDB1	AKT1	Q15047	P31749
SETDB1	HDAC1	Q15047	Q13547
SETDB1	KDM1A	Q15047	O60341
SETDB1	TRIM28	Q15047	Q13263
SETDB1	UBE2I	Q15047	P63279
SETDB1	PCNA	Q15047	P12004
MCM7	ATR	P33993	Q13535
MCM7	CAD	P33993	P27708
MCM7	NFKBIA	P33993	P25963
MCM7	SNW1	P33993	Q13573
MCM7	RB1	P33993	P06400
MCM7	PCNA	P33993	P12004
MCM7	ILF3	P33993	Q12906
MCM7	CDKN1B	P33993	P46527
TRIM28	SMARCC1	Q13263	Q92922
TRIM28	AHSA1	Q13263	O95433
TRIM28	HDAC3	Q13263	O15379
TRIM28	SET	Q13263	Q01105
TRIM28	CDK9	Q13263	P50750
TRIM28	UBE2C	Q13263	O00762
TRIM28	KDM1A	Q13263	O60341
TRIM28	ESR1	Q13263	P03372
TRIM28	VIM	Q13263	P08670
TRIM28	CBX1	Q13263	P83916
TRIM28	CCT8	Q13263	P50990
TRIM28	DVL2	Q13263	O14641
PRNP	GRB2	F7VJQ1|P04156	P62993
PRNP	PRNP	F7VJQ1|P04156	F7VJQ1|P04156
PRNP	STIP1	F7VJQ1|P04156	P31948
PRNP	MAPT	F7VJQ1|P04156	P10636
PRNP	CCR1	F7VJQ1|P04156	P32246
MATR3	MAP3K3	P43243	Q99759
MATR3	TUBA1A	P43243	Q71U36
MATR3	CDC5L	P43243	Q99459
ABL2	MAP3K10	P42684	Q02779
ABL2	ABI1	P42684	Q8IZP0
ABL2	AR	P42684	P10275
ABL2	KIT	P42684	P10721
ABL2	ABL2	P42684	P42684
ABL2	STAT3	P42684	P40763
ABL2	SRC	P42684	P12931
ABL2	ERBB3	P42684	P21860
ABL2	GRB2	P42684	P62993
ABL2	PECAM1	P42684	P16284
LDHB	TBK1	P07195	Q9UHD2
SF3B4	ILF3	Q15427	Q12906
SF3B4	SF3B2	Q15427	Q13435
SF3B4	SNW1	Q15427	Q13573
SF3B4	CDC5L	Q15427	Q99459
SF3B4	SNRPA1	Q15427	P09661
SF3B4	RBM10	Q15427	P98175
SF3B4	GRB2	Q15427	P62993
SF3B4	SNRPE	Q15427	P62304
SF3B4	EWSR1	Q15427	Q01844
SF3B4	SNRPD2	Q15427	P62316
SF3B4	SRSF6	Q15427	Q13247
SF3B4	DDX17	Q15427	Q92841
SF3B4	HNRNPF	Q15427	P52597
SF3B4	RBM39	Q15427	Q14498
SF3B4	SF3A1	Q15427	Q15459
TAF9B	TAF5L	Q9HBM6	O75529
TAF9B	TAF13	Q9HBM6	Q15543
TAF9B	TAF6L	Q9HBM6	Q9Y6J9
TAF9B	TAF7	Q9HBM6	Q15545
TAF9B	KAT2A	Q9HBM6	Q92830
TAF9B	TAF10	Q9HBM6	Q12962
TAF9B	TBP	Q9HBM6	P20226
PSMD14	MITF	O00487	O75030
PSMD14	PSMD5	O00487	Q16401
PSMD14	PSMD2	O00487	Q13200
TICAM1	RIPK2	Q8IUC6	O43353
TICAM1	IRF3	Q8IUC6	Q14653
TICAM1	IKBKB	Q8IUC6	O14920
TICAM1	TICAM2	Q8IUC6	Q86XR7
TICAM1	TRAF2	Q8IUC6	Q12933
TRA2B	SRSF6	P62995	Q13247
TRA2B	UNK	P62995	Q9C0B0
TRA2B	TNPO3	P62995	Q9Y5L0
BUB1B	RAE1	O60566	P78406
BUB1B	UBE2C	O60566	O00762
SERPINB2	SERPINB2	P05120	P05120
SERPINB2	RB1	P05120	P06400
BCL2L11	PRKACA	O43521	P17612
BCL2L11	BAK1	O43521	Q16611
BCL2L11	FOXO3	O43521	O43524
BCL2L11	YWHAB	O43521	P31946
BCL2L11	BCL2L10	O43521	Q9HD36
BCL2L11	AKT1	O43521	P31749
BCL2L11	BCL2L2	O43521	Q92843
KPNA2	BRCA1	P52292	P38398
KPNA2	CHEK2	P52292	O96017
KPNA2	NR3C1	P52292	P04150
KPNA2	CASP2	P52292	P42575
KPNA2	SGK1	P52292	O00141
PRKACA	RHOA	P17612	P61586
PRKACA	BCL2	P17612	P10415
PRKACA	RAF1	P17612	P04049
PRKACA	SRC	P17612	P12931
PRKACA	ESR1	P17612	P03372
PRKACA	MAP3K3	P17612	Q99759
PRKACA	CAD	P17612	P27708
PRKACA	LIMK1	P17612	P53667
PRKACA	APC	P17612	P25054
PRKACA	VIM	P17612	P08670
PRKACA	RAP1A	P17612	P62834
PRKACA	RYR2	P17612	Q92736
PRKACA	NR3C1	P17612	P04150
PRKACA	AKAP5	P17612	P24588
PRKACA	LCK	P17612	P06239
PRKACA	GRK2	P17612	P25098
PRKACA	ITPR1	P17612	Q14643
ERBB3	RASA1	P21860	P20936
ERBB3	PTPN11	P21860	Q06124
ERBB3	ACTG1	P21860	P63261
ERBB3	SRC	P21860	P12931
ERBB3	FLNA	P21860	P21333
ERBB3	GRB2	P21860	P62993
ERBB3	ZAP70	P21860	P43403
ERBB3	VAV1	P21860	P15498
ERBB3	AR	P21860	P10275
ERBB3	AKT1	P21860	P31749
YWHAB	SRC	P31946	P12931
YWHAB	TUBB2A	P31946	Q13885
YWHAB	YWHAB	P31946	P31946
YWHAB	SFN	P31946	P31947
YWHAB	MAPT	P31946	P10636
YWHAB	KLC1	P31946	Q07866
YWHAB	PRKCZ	P31946	Q05513
YWHAB	PRKDC	P31946	P78527
YWHAB	RAB11FIP2	P31946	Q7L804
YWHAB	TUBA1A	P31946	Q71U36
YWHAB	MARK4	P31946	Q96L34
YWHAB	VIM	P31946	P08670
YWHAB	TSC1	P31946	Q92574
YWHAB	CDKN1B	P31946	P46527
YWHAB	CAMK2A	P31946	Q9UQM7
YWHAB	SOD1	P31946	P00441
YWHAB	ARRB1	P31946	P49407
YWHAB	CDK14	P31946	O94921
YWHAB	ACIN1	P31946	Q9UKV3
YWHAB	GRB2	P31946	P62993
YWHAB	CSNK2A1	P31946	P68400
YWHAB	PRKCD	P31946	Q05655
YWHAB	UNK	P31946	Q9C0B0
YWHAB	MAP3K3	P31946	Q99759
YWHAB	MDM4	P31946	O15151
YWHAB	PAK2	P31946	Q13177
YWHAB	RAF1	P31946	P04049
YWHAB	SNCA	P31946	P37840
YWHAB	HDAC4	P31946	P56524
YWHAB	FOXO3	P31946	O43524
YWHAB	KSR1	P31946	Q8IVT5
YWHAB	IKBKB	P31946	O14920
YWHAB	ARAF	P31946	P10398
YWHAB	GAB2	P31946	Q9UQC2
YWHAB	HDAC5	P31946	Q9UQL6
CALR	KSR1	P27797	Q8IVT5
CALR	B2M	P27797	P61769
SNAI1	HDAC3	O95863	O15379
SNAI1	HDAC1	O95863	Q13547
SNAI1	KDM1A	O95863	O60341
SYNCRIP	EPRS	O60506	-
SYNCRIP	GRB2	O60506	P62993
SYNCRIP	KHDRBS1	O60506	Q07666
SYNCRIP	PTPN11	O60506	Q06124
SYNCRIP	NCBP2	O60506	P52298
SYNCRIP	RBM10	O60506	P98175
SRC	FOXO1	P12931	Q12778
SRC	GRB2	P12931	P62993
SRC	ARHGAP32	P12931	A7KAX9
SRC	CDC37	P12931	Q16543
SRC	ITGB3	P12931	P05106
SRC	ASAP2	P12931	O43150
SRC	RAF1	P12931	P04049
SRC	AKT1	P12931	P31749
SRC	SH3KBP1	P12931	Q96B97
SRC	CDKN1B	P12931	P46527
SRC	NR1I3	P12931	Q14994
SRC	CBLC	P12931	Q9ULV8
SRC	FN1	P12931	P02751
SRC	MAPT	P12931	P10636
SRC	TBK1	P12931	Q9UHD2
SRC	GRK2	P12931	P25098
SRC	STAT1	P12931	P42224
SRC	GAB2	P12931	Q9UQC2
SRC	GSN	P12931	P06396
SRC	TRAF1	P12931	Q13077
SRC	STUB1	P12931	Q9UNE7
SRC	VDR	P12931	P11473
SRC	NFKBIA	P12931	P25963
SRC	DLG4	P12931	P78352
SRC	KHDRBS1	P12931	Q07666
SRC	KDR	P12931	P35968
SRC	PECAM1	P12931	P16284
SRC	SRC	P12931	P12931
SRC	SNCA	P12931	P37840
SRC	NCOA6	P12931	Q14686
SRC	FGFR2	P12931	P21802
SRC	PRKCD	P12931	Q05655
SRC	THRB	P12931	P10828
SRC	CSNK2A1	P12931	P68400
SRC	NR3C1	P12931	P04150
SRC	ESR1	P12931	P03372
SRC	ARRB1	P12931	P49407
SRC	MATK	P12931	P42679
SRC	ALK	P12931	Q9UM73
SRC	FLNA	P12931	P21333
SRC	CSF1R	P12931	P07333
SRC	STAT5B	P12931	P51692
SRC	STAT3	P12931	P40763
SRC	RARA	P12931	P10276
SRC	HDAC3	P12931	O15379
SRC	MAPK1	P12931	P28482
SRC	CLTC	P12931	Q00610
SRC	PTPN11	P12931	Q06124
SRC	ABI1	P12931	Q8IZP0
SRC	SP1	P12931	P08047
SRC	IQGAP1	P12931	P46940
SRC	AR	P12931	P10275
SRC	KIT	P12931	P10721
SRC	GAB1	P12931	Q13480
SRC	TRIP10	P12931	Q15642
SRC	IKBKB	P12931	O14920
SRC	PRKCZ	P12931	Q05513
SRC	GTF2I	P12931	P78347
SRC	CCND1	P12931	P24385
SRC	PAK2	P12931	Q13177
SRC	RASA1	P12931	P20936
RPS6KA3	ESR1	P51812	P03372
RPS6KA3	MAPK1	P51812	P28482
RPS6KA3	NFKBIA	P51812	P25963
RPS6KA3	CDC37	P51812	Q16543
RPS6KA3	MAPT	P51812	P10636
SMAD3	NCOA6	P84022	Q14686
SMAD3	CSNK1D	P84022	P48730
SMAD3	SMAD4	P84022	Q13485
SMAD3	PIN1	P84022	Q13526
SMAD3	MDM4	P84022	O15151
SMAD3	BRCA1	P84022	P38398
SMAD3	SOX9	P84022	P48436
SMAD3	CEBPB	P84022	P17676
SMAD3	DOCK9	P84022	Q9BZ29
SMAD3	STUB1	P84022	Q9UNE7
SMAD3	LCK	P84022	P06239
SMAD3	RUNX1	P84022	Q01196
SMAD3	KAT2A	P84022	Q92830
SMAD3	HDAC1	P84022	Q13547
SMAD3	ESR1	P84022	P03372
SMAD3	SMARCC1	P84022	Q92922
SMAD3	VIM	P84022	P08670
SMAD3	STAT3	P84022	P40763
SMAD3	ZMYM2	P84022	Q9UBW7
SMAD3	FOXO4	P84022	P98177
SMAD3	FOXM1	P84022	Q08050
SMAD3	OTUB1	P84022	Q96FW1
SMAD3	CDK9	P84022	P50750
SMAD3	GLI2	P84022	P10070
SMAD3	PPARG	P84022	P37231
SMAD3	CEBPA	P84022	P49715
SMAD3	YBX1	P84022	P67809
SMAD3	HDAC5	P84022	Q9UQL6
SMAD3	HDAC4	P84022	P56524
SMAD3	JUND	P84022	P17535
SMAD3	FOXO1	P84022	Q12778
SMAD3	NR3C1	P84022	P04150
SMAD3	TGFBR2	P84022	P37173
SMAD3	FLNA	P84022	P21333
SMAD3	SNW1	P84022	Q13573
SMAD3	LEF1	P84022	Q9UJU2
SMAD3	AR	P84022	P10275
SMAD3	DVL2	P84022	O14641
SMAD3	SP1	P84022	P08047
SMAD3	AKT1	P84022	P31749
SMAD3	ATF3	P84022	P18847
SMAD3	SF3B2	P84022	Q13435
CX3CL1	CX3CL1	P78423	P78423
TAF6L	TAF5L	Q9Y6J9	O75529
TAF6L	KAT2A	Q9Y6J9	Q92830
CERS2	ASGR1	Q96G23	P07306
AGTR1	GRK2	P30556	P25098
AGTR1	MAPK1	P30556	P28482
AGTR1	GRK5	P30556	P34947
AGTR1	RAB5A	P30556	P20339
AGTR1	ARRB1	P30556	P49407
AGTR1	RAF1	P30556	P04049
AGTR1	PSMD10	P30556	O75832
GTF2I	HDAC3	P78347	O15379
GTF2I	HDAC1	P78347	Q13547
GTF2I	CDC5L	P78347	Q99459
GTF2I	ATF6	P78347	P18850
GTF2I	ZMYM2	P78347	Q9UBW7
GTF2I	KDM1A	P78347	O60341
MAPT	PIN1	P10636	Q13526
MAPT	PRKCD	P10636	Q05655
MAPT	CASP7	P10636	P55210
MAPT	PPP2CB	P10636	P62714
MAPT	CAMK2A	P10636	Q9UQM7
MAPT	STUB1	P10636	Q9UNE7
MAPT	AKT1	P10636	P31749
MAPT	AATF	P10636	Q9NY61
MAPT	MARK4	P10636	Q96L34
MAPT	CASP8	P10636	Q14790
MAPT	PRKN	P10636	O60260
PARD6A	DVL2	Q9NPB6	O14641
PARD6A	MARK4	Q9NPB6	Q96L34
PARD6A	PAK1	Q9NPB6	Q13153
PARD6A	PRKCZ	Q9NPB6	Q05513
PARD6A	RAC1	Q9NPB6	P63000
CCT2	IGBP1	P78371	P78318
CCT2	TBK1	P78371	Q9UHD2
CCT2	BBS10	P78371	Q8TAM1
CCT2	PPP2R2A	P78371	P63151
CCT2	CCT8	P78371	P50990
CCT2	IQGAP1	P78371	P46940
CCT2	ILK	P78371	Q13418
CCT2	MAP3K3	P78371	Q99759
CCT2	ACTR2	P78371	P61160
CCT2	PPP2R2D	P78371	Q66LE6
CCT2	PPP2CB	P78371	P62714
CCT2	NPSR1	P78371	Q6W5P4
CCT2	AHSA1	P78371	O95433
CXCL1	CXCR2	P09341	P25025
CXCL1	CXCL1	P09341	P09341
RPL3	RPS15A	P39023	P62244
RPL3	RPS23	P39023	P62266
RPL3	MAP3K14	P39023	Q99558
RPL3	RPS8	P39023	P62241
RPL3	RPS3	P39023	P23396
RPL3	RPS7	P39023	P62081
RPL3	RPL4	P39023	P36578
RPL3	RPL23	P39023	P62829
RPL3	RPL7	P39023	P18124
RPL3	RPS24	P39023	P62847
RPL3	RPL7A	P39023	P62424
RPL3	RPS13	P39023	P62277
RPL3	RPL9;RPL9P7;RPL9P8;RPL9P9	P39023	-
RPL3	RPL18	P39023	Q07020
RPL3	RPS20	P39023	P60866
RPL3	RPL5	P39023	P46777
RPL3	RPS3A	P39023	P61247
RAB11FIP2	RAB25	Q7L804	P57735
RAB11FIP2	CXCR2	Q7L804	P25025
ASGR1	CLEC4G	P07306	Q6UXB4
GNA14	CCR1	O95837	P32246
GNA14	CXCR2	O95837	P25025
PSMD5	PSMB5	Q16401	P28074
PSMD5	PSMC1	Q16401	P62191
PSMD5	PSMD1	Q16401	Q99460
PSMD5	PSMD2	Q16401	Q13200
PSMD5	PSMD10	Q16401	O75832
PSMD5	ADRM1	Q16401	Q16186
PSMD5	PSMB6	Q16401	P28072
PSMD5	PSMD4	Q16401	P55036
PSMD5	PSMD9	Q16401	O00233
PSMD5	PSMC4	Q16401	P43686
RAD21	UNK	O60216	Q9C0B0
RAD21	CASP7	O60216	P55210
RAD21	SMC4	O60216	Q9NTJ3
CTSG	PARP1	P08311	P09874
CCNA1	CDKN1B	P78396	P46527
CCNA1	SP1	P78396	P08047
CCNA1	RB1	P78396	P06400
CCNA1	BRCA1	P78396	P38398
CCNA1	HIST1H1A	P78396	-
CCNA1	CKS1B	P78396	P61024
DDB1	MAP3K3	Q16531	Q99759
DDB1	DCAF1	Q16531	Q9Y4B6
DDB1	DET1	Q16531	Q7L5Y6
DDB1	CDKN1B	Q16531	P46527
DDB1	DTL	Q16531	Q9NZJ0
DDB1	KAT2A	Q16531	Q92830
RAB11A	RAB5A	P62491	P20339
RAB11A	RAB5C	P62491	P51148
RAB11A	RAB25	P62491	P57735
RAB11A	ARF1	P62491	P84077
RAB11A	MYO5B	P62491	Q9ULV0
CCR1	CCL4	P32246	P13236
CCR1	CCL8	P32246	P80075
CCR1	CCL26	P32246	Q9Y258
CCR1	STAT1	P32246	P42224
RALBP1	RAC1	Q15311	P63000
RALBP1	CCNB1	Q15311	P14635
RALBP1	CASP8	Q15311	Q14790
RALBP1	TRAF2	Q15311	Q12933
PPP2R2A	PPP2R2D	P63151	Q66LE6
PPP2R2A	CCT8	P63151	P50990
PPP2R2A	PPP2CB	P63151	P62714
PPP2R2A	KSR1	P63151	Q8IVT5
ATXN1	UBE2E1	P54253	P51965
ATXN1	AKT1	P54253	P31749
ATXN1	PTGDS	P54253	P41222
ATXN1	TSC1	P54253	Q92574
ATXN1	STUB1	P54253	Q9UNE7
BCL6	MAPK1	P41182	P28482
BCL6	HDAC3	P41182	O15379
BCL6	SP1	P41182	P08047
BCL6	JUND	P41182	P17535
BCL6	RAF1	P41182	P04049
BCL6	HDAC4	P41182	P56524
BCL6	SKP1	P41182	P63208
STAT3	CCND1	P40763	P24385
STAT3	BRCA1	P40763	P38398
STAT3	HNF1A	P40763	P20823
STAT3	PTPN11	P40763	Q06124
STAT3	ALK	P40763	Q9UM73
STAT3	CCR5	P40763	P51681
STAT3	STAT5B	P40763	P51692
STAT3	HDAC3	P40763	O15379
STAT3	STAT1	P40763	P42224
STAT3	STAT6	P40763	P42226
STAT3	AR	P40763	P10275
STAT3	ESR1	P40763	P03372
STAT3	PIM1	P40763	P11309
STAT3	PRKCZ	P40763	Q05513
STAT3	EIF2AK2	P40763	P19525
STAT3	LCK	P40763	P06239
STAT3	CEBPB	P40763	P17676
STAT3	IKBKB	P40763	O14920
STAT3	APEX1	P40763	P27695
